"gene_symbol","present_in_gpl14951_symbol_or_ilmn_gene","intentionally_modernized"
"APOBEC3B",TRUE,FALSE
"APOBEC3C",TRUE,FALSE
"APOBEC3D",TRUE,FALSE
"APOBEC3F",TRUE,FALSE
"APOBEC3G",TRUE,FALSE
"APOBEC3H",TRUE,FALSE
"APOBEC4",TRUE,FALSE
"APOC1",TRUE,FALSE
"APOC2",TRUE,FALSE
"APOC3",TRUE,FALSE
"APOC4",TRUE,FALSE
"APOD",TRUE,FALSE
"APOE",TRUE,FALSE
"APOF",TRUE,FALSE
"APOH",TRUE,FALSE
"APOL1",TRUE,FALSE
"APOL2",TRUE,FALSE
"APOL3",TRUE,FALSE
"APOL4",TRUE,FALSE
"APOL5",TRUE,FALSE
"APOL6",TRUE,FALSE
"APOLD1",TRUE,FALSE
"APOM",TRUE,FALSE
"APOO",TRUE,FALSE
"APOOL",TRUE,FALSE
"APP",TRUE,FALSE
"APPBP2",TRUE,FALSE
"APPL1",TRUE,FALSE
"APPL2",TRUE,FALSE
"APRT",TRUE,FALSE
"APTX",TRUE,FALSE
"AQP1",TRUE,FALSE
"AQP10",TRUE,FALSE
"AQP11",TRUE,FALSE
"AQP12A",TRUE,FALSE
"AQP12B",TRUE,FALSE
"AQP2",TRUE,FALSE
"AQP3",TRUE,FALSE
"AQP4",TRUE,FALSE
"AQP5",TRUE,FALSE
"AQP6",TRUE,FALSE
"AQP7",TRUE,FALSE
"AQP7P1",TRUE,FALSE
"AQP7P2",TRUE,FALSE
"AQP8",TRUE,FALSE
"AQP9",TRUE,FALSE
"AQR",TRUE,FALSE
"AR",TRUE,FALSE
"ARAF",TRUE,FALSE
"ARAP1",TRUE,FALSE
"ARAP2",TRUE,FALSE
"ARAP3",TRUE,FALSE
"ARC",TRUE,FALSE
"ARCN1",TRUE,FALSE
"ARD1A",TRUE,FALSE
"ARD1B",TRUE,FALSE
"AREG",TRUE,FALSE
"ARF1",TRUE,FALSE
"ARF3",TRUE,FALSE
"ARF4",TRUE,FALSE
"ARF5",TRUE,FALSE
"ARF6",TRUE,FALSE
"ARFGAP1",TRUE,FALSE
"ARFGAP2",TRUE,FALSE
"ARFGAP3",TRUE,FALSE
"ARFGEF1",TRUE,FALSE
"ARFGEF2",TRUE,FALSE
"ARFIP1",TRUE,FALSE
"ARFIP2",TRUE,FALSE
"ARFRP1",TRUE,FALSE
"ARG1",TRUE,FALSE
"ARG2",TRUE,FALSE
"ARGFX",TRUE,FALSE
"ARGFXP2",TRUE,FALSE
"ARGLU1",TRUE,FALSE
"ARHGAP1",TRUE,FALSE
"ARHGAP10",TRUE,FALSE
"ARHGAP11A",TRUE,FALSE
"ARHGAP11B",TRUE,FALSE
"ARHGAP12",TRUE,FALSE
"ARHGAP15",TRUE,FALSE
"ARHGAP17",TRUE,FALSE
"ARHGAP18",TRUE,FALSE
"ARHGAP19",TRUE,FALSE
"ARHGAP20",TRUE,FALSE
"ARHGAP21",TRUE,FALSE
"ARHGAP22",TRUE,FALSE
"ARHGAP24",TRUE,FALSE
"ARHGAP25",TRUE,FALSE
"ARHGAP26",TRUE,FALSE
"ARHGAP27",TRUE,FALSE
"ARHGAP28",TRUE,FALSE
"ARHGAP29",TRUE,FALSE
"ARHGAP30",TRUE,FALSE
"ARHGAP4",TRUE,FALSE
"ARHGAP5",TRUE,FALSE
"ARHGAP6",TRUE,FALSE
"ARHGAP8",TRUE,FALSE
"ARHGAP9",TRUE,FALSE
"ARHGDIA",TRUE,FALSE
"ARHGDIB",TRUE,FALSE
"ARHGDIG",TRUE,FALSE
"ARHGEF1",TRUE,FALSE
"ARHGEF10",TRUE,FALSE
"ARHGEF10L",TRUE,FALSE
"ARHGEF11",TRUE,FALSE
"ARHGEF12",TRUE,FALSE
"ARHGEF15",TRUE,FALSE
"ARHGEF16",TRUE,FALSE
"ARHGEF17",TRUE,FALSE
"ARHGEF18",TRUE,FALSE
"ARHGEF19",TRUE,FALSE
"ARHGEF2",TRUE,FALSE
"ARHGEF3",TRUE,FALSE
"ARHGEF4",TRUE,FALSE
"ARHGEF5",TRUE,FALSE
"ARHGEF5L",TRUE,FALSE
"ARHGEF6",TRUE,FALSE
"ARHGEF7",TRUE,FALSE
"ARHGEF9",TRUE,FALSE
"ARID1A",TRUE,FALSE
"ARID1B",TRUE,FALSE
"ARID2",TRUE,FALSE
"ARID3A",TRUE,FALSE
"ARID3C",TRUE,FALSE
"ARID4A",TRUE,FALSE
"ARID4B",TRUE,FALSE
"ARID5A",TRUE,FALSE
"ARID5B",TRUE,FALSE
"ARIH1",TRUE,FALSE
"ARIH2",TRUE,FALSE
"ARL1",TRUE,FALSE
"ARL10",TRUE,FALSE
"ARL11",TRUE,FALSE
"ARL13A",TRUE,FALSE
"ARL13B",TRUE,FALSE
"ARL14",TRUE,FALSE
"ARL15",TRUE,FALSE
"ARL16",TRUE,FALSE
"ARL17B",TRUE,FALSE
"ARL17P1",TRUE,FALSE
"ARL2",TRUE,FALSE
"ARL2BP",TRUE,FALSE
"ARL3",TRUE,FALSE
"ARL4A",TRUE,FALSE
"ARL4C",TRUE,FALSE
"ARL4D",TRUE,FALSE
"ARL5A",TRUE,FALSE
"ARL5B",TRUE,FALSE
"ARL6",TRUE,FALSE
"ARL6IP1",TRUE,FALSE
"ARL6IP4",TRUE,FALSE
"ARL6IP5",TRUE,FALSE
"ARL6IP6",TRUE,FALSE
"ARL8A",TRUE,FALSE
"ARL8B",TRUE,FALSE
"ARL9",TRUE,FALSE
"ARMC1",TRUE,FALSE
"ARMC10",TRUE,FALSE
"ARMC2",TRUE,FALSE
"ARMC3",TRUE,FALSE
"ARMC4",TRUE,FALSE
"ARMC5",TRUE,FALSE
"ARMC6",TRUE,FALSE
"ARMC7",TRUE,FALSE
"ARMC8",TRUE,FALSE
"ARMC9",TRUE,FALSE
"ARMCX1",TRUE,FALSE
"ARMCX2",TRUE,FALSE
"ARMCX3",TRUE,FALSE
"ARMCX5",TRUE,FALSE
"ARMCX6",TRUE,FALSE
"ARMET",TRUE,FALSE
"ARMS2",TRUE,FALSE
"ARNT",TRUE,FALSE
"ARNT2",TRUE,FALSE
"ARNTL",TRUE,FALSE
"ARNTL2",TRUE,FALSE
"ARPC1A",TRUE,FALSE
"ARPC1B",TRUE,FALSE
"ARPC2",TRUE,FALSE
"ARPC3",TRUE,FALSE
"ARPC4",TRUE,FALSE
"ARPC5",TRUE,FALSE
"ARPC5L",TRUE,FALSE
"ARPM1",TRUE,FALSE
"ARPM2",TRUE,FALSE
"ARPP-21",TRUE,FALSE
"ARPP19",TRUE,FALSE
"ARR3",TRUE,FALSE
"ARRB1",TRUE,FALSE
"ARRB2",TRUE,FALSE
"ARRDC1",TRUE,FALSE
"ARRDC2",TRUE,FALSE
"ARRDC3",TRUE,FALSE
"ARRDC4",TRUE,FALSE
"ARRDC5",TRUE,FALSE
"ARS2",TRUE,FALSE
"ARSA",TRUE,FALSE
"ARSB",TRUE,FALSE
"ARSD",TRUE,FALSE
"ARSE",TRUE,FALSE
"ARSF",TRUE,FALSE
"ARSG",TRUE,FALSE
"ARSH",TRUE,FALSE
"ARSI",TRUE,FALSE
"ARSJ",TRUE,FALSE
"ARSK",TRUE,FALSE
"ART1",TRUE,FALSE
"ART3",TRUE,FALSE
"ART4",TRUE,FALSE
"ART5",TRUE,FALSE
"ARTN",TRUE,FALSE
"ARV1",TRUE,FALSE
"ARVCF",TRUE,FALSE
"ARVP6125",TRUE,FALSE
"ARX",TRUE,FALSE
"AS3MT",TRUE,FALSE
"ASAH1",TRUE,FALSE
"ASAH2",TRUE,FALSE
"ASAH2B",TRUE,FALSE
"ASAM",TRUE,FALSE
"ASAP1",TRUE,FALSE
"ASAP1IT1",TRUE,FALSE
"ASAP2",TRUE,FALSE
"ASAP3",TRUE,FALSE
"ASB1",TRUE,FALSE
"ASB10",TRUE,FALSE
"ASB11",TRUE,FALSE
"ASB12",TRUE,FALSE
"ASB13",TRUE,FALSE
"ASB14",TRUE,FALSE
"ASB15",TRUE,FALSE
"ASB16",TRUE,FALSE
"ASB17",TRUE,FALSE
"ASB18",TRUE,FALSE
"ASB2",TRUE,FALSE
"ASB3",TRUE,FALSE
"ASB4",TRUE,FALSE
"ASB5",TRUE,FALSE
"ASB6",TRUE,FALSE
"ASB7",TRUE,FALSE
"ASB8",TRUE,FALSE
"ASB9",TRUE,FALSE
"ASCC1",TRUE,FALSE
"ASCC2",TRUE,FALSE
"ASCC3",TRUE,FALSE
"ASCL1",TRUE,FALSE
"ASCL2",TRUE,FALSE
"ASCL3",TRUE,FALSE
"ASCL4",TRUE,FALSE
"ASF1A",TRUE,FALSE
"ASF1B",TRUE,FALSE
"ASFMR1",TRUE,FALSE
"ASGR1",TRUE,FALSE
"ASGR2",TRUE,FALSE
"ASH1L",TRUE,FALSE
"ASH2L",TRUE,FALSE
"ASIP",TRUE,FALSE
"ASL",TRUE,FALSE
"ASMT",TRUE,FALSE
"ASMTL",TRUE,FALSE
"ASNA1",TRUE,FALSE
"ASNS",TRUE,FALSE
"ASNSD1",TRUE,FALSE
"ASPA",TRUE,FALSE
"ASPG",TRUE,FALSE
"ASPH",TRUE,FALSE
"ASPHD1",TRUE,FALSE
"ASPHD2",TRUE,FALSE
"ASPM",TRUE,FALSE
"ASPN",TRUE,FALSE
"ASPRV1",TRUE,FALSE
"ASPSCR1",TRUE,FALSE
"ASRGL1",TRUE,FALSE
"ASS1",TRUE,FALSE
"ASTE1",TRUE,FALSE
"ASTL",TRUE,FALSE
"ASTN1",TRUE,FALSE
"ASTN2",TRUE,FALSE
"ASXL1",TRUE,FALSE
"ASXL2",TRUE,FALSE
"ASZ1",TRUE,FALSE
"ATAD1",TRUE,FALSE
"ATAD2",TRUE,FALSE
"ATAD2B",TRUE,FALSE
"ATAD3A",TRUE,FALSE
"ATAD3B",TRUE,FALSE
"ATAD3C",TRUE,FALSE
"ATAD5",TRUE,FALSE
"ATCAY",TRUE,FALSE
"ATE1",TRUE,FALSE
"ATF1",TRUE,FALSE
"ATF2",TRUE,FALSE
"ATF3",TRUE,FALSE
"ATF4",TRUE,FALSE
"ATF5",TRUE,FALSE
"ATF6",TRUE,FALSE
"ATF6B",TRUE,FALSE
"ATF7",TRUE,FALSE
"ATF7IP",TRUE,FALSE
"ATF7IP2",TRUE,FALSE
"ATG10",TRUE,FALSE
"ATG12",TRUE,FALSE
"ATG16L1",TRUE,FALSE
"ATG16L2",TRUE,FALSE
"ATG2A",TRUE,FALSE
"ATG2B",TRUE,FALSE
"ATG3",TRUE,FALSE
"ATG4A",TRUE,FALSE
"ATG4B",TRUE,FALSE
"ATG4C",TRUE,FALSE
"ATG4D",TRUE,FALSE
"ATG5",TRUE,FALSE
"ATG7",TRUE,FALSE
"ATG9A",TRUE,FALSE
"ATG9B",TRUE,FALSE
"ATHL1",TRUE,FALSE
"ATIC",TRUE,FALSE
"ATL1",TRUE,FALSE
"ATL2",TRUE,FALSE
"ATL3",TRUE,FALSE
"ATM",TRUE,FALSE
"ATMIN",TRUE,FALSE
"ATN1",TRUE,FALSE
"ATOH1",TRUE,FALSE
"ATOH7",TRUE,FALSE
"ATOH8",TRUE,FALSE
"ATOX1",TRUE,FALSE
"ATP10A",TRUE,FALSE
"ATP10D",TRUE,FALSE
"ATP11A",TRUE,FALSE
"ATP11B",TRUE,FALSE
"ATP11C",TRUE,FALSE
"ATP12A",TRUE,FALSE
"ATP13A1",TRUE,FALSE
"ATP13A2",TRUE,FALSE
"ATP13A4",TRUE,FALSE
"ATP13A5",TRUE,FALSE
"ATP1A1",TRUE,FALSE
"ATP1A2",TRUE,FALSE
"ATP1A3",TRUE,FALSE
"ATP1A4",TRUE,FALSE
"ATP1B1",TRUE,FALSE
"ATP1B2",TRUE,FALSE
"ATP1B3",TRUE,FALSE
"ATP1B4",TRUE,FALSE
"ATP2A1",TRUE,FALSE
"ATP2A2",TRUE,FALSE
"ATP2A3",TRUE,FALSE
"ATP2B1",TRUE,FALSE
"ATP2B2",TRUE,FALSE
"ATP2B3",TRUE,FALSE
"ATP2B4",TRUE,FALSE
"ATP2C1",TRUE,FALSE
"ATP2C2",TRUE,FALSE
"ATP4A",TRUE,FALSE
"ATP4B",TRUE,FALSE
"ATP5A1",TRUE,FALSE
"ATP5B",TRUE,FALSE
"ATP5C1",TRUE,FALSE
"ATP5D",TRUE,FALSE
"ATP5E",TRUE,FALSE
"ATP5EP2",TRUE,FALSE
"ATP5F1",TRUE,FALSE
"ATP5G1",TRUE,FALSE
"ATP5G2",TRUE,FALSE
"ATP5G3",TRUE,FALSE
"ATP5H",TRUE,FALSE
"ATP5I",TRUE,FALSE
"ATP5J",TRUE,FALSE
"ATP5J2",TRUE,FALSE
"ATP5L",TRUE,FALSE
"ATP5O",TRUE,FALSE
"ATP5S",TRUE,FALSE
"ATP5SL",TRUE,FALSE
"ATP6AP1",TRUE,FALSE
"ATP6AP1L",TRUE,FALSE
"ATP6AP2",TRUE,FALSE
"ATP6V0A1",TRUE,FALSE
"ATP6V0A2",TRUE,FALSE
"ATP6V0A4",TRUE,FALSE
"ATP6V0B",TRUE,FALSE
"ATP6V0C",TRUE,FALSE
"ATP6V0D1",TRUE,FALSE
"ATP6V0D2",TRUE,FALSE
"ATP6V0E1",TRUE,FALSE
"ATP6V0E2",TRUE,FALSE
"ATP6V1A",TRUE,FALSE
"ATP6V1B1",TRUE,FALSE
"ATP6V1B2",TRUE,FALSE
"ATP6V1C1",TRUE,FALSE
"ATP6V1C2",TRUE,FALSE
"ATP6V1D",TRUE,FALSE
"ATP6V1E1",TRUE,FALSE
"ATP6V1E2",TRUE,FALSE
"ATP6V1F",TRUE,FALSE
"ATP6V1G1",TRUE,FALSE
"ATP6V1G2",TRUE,FALSE
"ATP6V1G3",TRUE,FALSE
"ATP6V1H",TRUE,FALSE
"ATP7A",TRUE,FALSE
"ATP7B",TRUE,FALSE
"ATP8A1",TRUE,FALSE
"ATP8A2",TRUE,FALSE
"ATP8B1",TRUE,FALSE
"ATP8B2",TRUE,FALSE
"ATP8B3",TRUE,FALSE
"ATP8B4",TRUE,FALSE
"ATP9A",TRUE,FALSE
"ATP9B",TRUE,FALSE
"ATPAF1",TRUE,FALSE
"ATPAF2",TRUE,FALSE
"ATPBD3",TRUE,FALSE
"ATPBD4",TRUE,FALSE
"ATPGD1",TRUE,FALSE
"ATPIF1",TRUE,FALSE
"ATR",TRUE,FALSE
"ATRIP",TRUE,FALSE
"ATRN",TRUE,FALSE
"ATRNL1",TRUE,FALSE
"ATRX",TRUE,FALSE
"ATXN1",TRUE,FALSE
"ATXN10",TRUE,FALSE
"ATXN1L",TRUE,FALSE
"ATXN2",TRUE,FALSE
"ATXN2L",TRUE,FALSE
"ATXN3",TRUE,FALSE
"ATXN7",TRUE,FALSE
"ATXN7L1",TRUE,FALSE
"ATXN7L2",TRUE,FALSE
"ATXN8OS",TRUE,FALSE
"AUH",TRUE,FALSE
"AUP1",TRUE,FALSE
"AURKA",TRUE,FALSE
"AURKAIP1",TRUE,FALSE
"AURKAPS1",TRUE,FALSE
"AURKB",TRUE,FALSE
"AURKC",TRUE,FALSE
"AUTS2",TRUE,FALSE
"AVEN",TRUE,FALSE
"AVIL",TRUE,FALSE
"AVL9",TRUE,FALSE
"AVP",TRUE,FALSE
"AVPI1",TRUE,FALSE
"AVPR1A",TRUE,FALSE
"AVPR1B",TRUE,FALSE
"AVPR2",TRUE,FALSE
"AWAT2",TRUE,FALSE
"AXIN1",TRUE,FALSE
"AXIN2",TRUE,FALSE
"AXL",TRUE,FALSE
"AXUD1",TRUE,FALSE
"AZGP1",TRUE,FALSE
"AZI1",TRUE,FALSE
"AZI2",TRUE,FALSE
"AZIN1",TRUE,FALSE
"AZU1",TRUE,FALSE
"B2M",TRUE,FALSE
"B3GALNT1",TRUE,FALSE
"B3GALNT2",TRUE,FALSE
"B3GALT1",TRUE,FALSE
"B3GALT2",TRUE,FALSE
"B3GALT3",TRUE,FALSE
"B3GALT4",TRUE,FALSE
"B3GALT5",TRUE,FALSE
"B3GALT6",TRUE,FALSE
"B3GALTL",TRUE,FALSE
"B3GAT1",TRUE,FALSE
"B3GAT2",TRUE,FALSE
"B3GAT3",TRUE,FALSE
"B3GN-T6",TRUE,FALSE
"B3GNT1",TRUE,FALSE
"B3GNT2",TRUE,FALSE
"B3GNT3",TRUE,FALSE
"B3GNT4",TRUE,FALSE
"B3GNT5",TRUE,FALSE
"B3GNT6",TRUE,FALSE
"B3GNT7",TRUE,FALSE
"B3GNT8",TRUE,FALSE
"B3GNT9",TRUE,FALSE
"B3GNTL1",TRUE,FALSE
"B4GALNT1",TRUE,FALSE
"B4GALNT2",TRUE,FALSE
"B4GALNT3",TRUE,FALSE
"B4GALNT4",TRUE,FALSE
"B4GALT1",TRUE,FALSE
"B4GALT2",TRUE,FALSE
"B4GALT3",TRUE,FALSE
"B4GALT4",TRUE,FALSE
"B4GALT5",TRUE,FALSE
"B4GALT6",TRUE,FALSE
"B4GALT7",TRUE,FALSE
"B9D1",TRUE,FALSE
"B9D2",TRUE,FALSE
"BAALC",TRUE,FALSE
"BAAT",TRUE,FALSE
"BACE1",TRUE,FALSE
"BACE2",TRUE,FALSE
"BACH1",TRUE,FALSE
"BACH2",TRUE,FALSE
"BAD",TRUE,FALSE
"BAG1",TRUE,FALSE
"BAG2",TRUE,FALSE
"BAG3",TRUE,FALSE
"BAG4",TRUE,FALSE
"BAG5",TRUE,FALSE
"BAGE",TRUE,FALSE
"BAGE2",TRUE,FALSE
"BAGE3",TRUE,FALSE
"BAGE4",TRUE,FALSE
"BAGE5",TRUE,FALSE
"BAHCC1",TRUE,FALSE
"BAHD1",TRUE,FALSE
"BAI1",TRUE,FALSE
"BAI2",TRUE,FALSE
"BAI3",TRUE,FALSE
"BAIAP2",TRUE,FALSE
"BAIAP2L1",TRUE,FALSE
"BAIAP2L2",TRUE,FALSE
"BAIAP3",TRUE,FALSE
"BAK1",TRUE,FALSE
"BAMBI",TRUE,FALSE
"BANF1",TRUE,FALSE
"BANF2",TRUE,FALSE
"BANK1",TRUE,FALSE
"BANP",TRUE,FALSE
"BAP1",TRUE,FALSE
"BAPX1",TRUE,FALSE
"BARD1",TRUE,FALSE
"BARHL1",TRUE,FALSE
"BARHL2",TRUE,FALSE
"BARX1",TRUE,FALSE
"BARX2",TRUE,FALSE
"BASP1",TRUE,FALSE
"BAT1",TRUE,FALSE
"BAT2",TRUE,FALSE
"BAT2D1",TRUE,FALSE
"BAT2L",TRUE,FALSE
"BAT3",TRUE,FALSE
"BAT4",TRUE,FALSE
"BAT5",TRUE,FALSE
"BATF",TRUE,FALSE
"BATF2",TRUE,FALSE
"BATF3",TRUE,FALSE
"BAX",TRUE,FALSE
"BAZ1A",TRUE,FALSE
"BAZ1B",TRUE,FALSE
"BAZ2A",TRUE,FALSE
"BAZ2B",TRUE,FALSE
"BBC3",TRUE,FALSE
"BBOX1",TRUE,FALSE
"BBS1",TRUE,FALSE
"BBS10",TRUE,FALSE
"BBS12",TRUE,FALSE
"BBS2",TRUE,FALSE
"BBS4",TRUE,FALSE
"BBS5",TRUE,FALSE
"BBS7",TRUE,FALSE
"BBS9",TRUE,FALSE
"BBX",TRUE,FALSE
"BCAM",TRUE,FALSE
"BCAN",TRUE,FALSE
"BCAP29",TRUE,FALSE
"BCAP31",TRUE,FALSE
"BCAR1",TRUE,FALSE
"BCAR3",TRUE,FALSE
"BCAR4",TRUE,FALSE
"BCAS1",TRUE,FALSE
"BCAS2",TRUE,FALSE
"BCAS3",TRUE,FALSE
"BCAS4",TRUE,FALSE
"BCAT1",TRUE,FALSE
"BCAT2",TRUE,FALSE
"BCCIP",TRUE,FALSE
"BCDIN3D",TRUE,FALSE
"BCHE",TRUE,FALSE
"BCKDHA",TRUE,FALSE
"BCKDHB",TRUE,FALSE
"BCKDK",TRUE,FALSE
"BCL10",TRUE,FALSE
"BCL11A",TRUE,FALSE
"BCL11B",TRUE,FALSE
"BCL2",TRUE,FALSE
"BCL2A1",TRUE,FALSE
"BCL2L1",TRUE,FALSE
"BCL2L10",TRUE,FALSE
"BCL2L11",TRUE,FALSE
"BCL2L12",TRUE,FALSE
"BCL2L13",TRUE,FALSE
"BCL2L14",TRUE,FALSE
"BCL2L15",TRUE,FALSE
"BCL2L2",TRUE,FALSE
"BCL3",TRUE,FALSE
"BCL6",TRUE,FALSE
"BCL6B",TRUE,FALSE
"BCL7A",TRUE,FALSE
"BCL7B",TRUE,FALSE
"BCL7C",TRUE,FALSE
"BCL9",TRUE,FALSE
"BCL9L",TRUE,FALSE
"BCLAF1",TRUE,FALSE
"BCMO1",TRUE,FALSE
"BCO2",TRUE,FALSE
"BCOR",TRUE,FALSE
"BCORL1",TRUE,FALSE
"BCORL2",TRUE,FALSE
"BCR",TRUE,FALSE
"BCS1L",TRUE,FALSE
"BDH1",TRUE,FALSE
"BDH2",TRUE,FALSE
"BDKRB1",TRUE,FALSE
"BDKRB2",TRUE,FALSE
"BDNF",TRUE,FALSE
"BDNFOS",TRUE,FALSE
"BDP1",TRUE,FALSE
"BECN1",TRUE,FALSE
"BEGAIN",TRUE,FALSE
"BEND2",TRUE,FALSE
"BEND3",TRUE,FALSE
"BEND4",TRUE,FALSE
"BEND5",TRUE,FALSE
"BEND6",TRUE,FALSE
"BEND7",TRUE,FALSE
"BEST1",TRUE,FALSE
"BEST2",TRUE,FALSE
"BEST3",TRUE,FALSE
"BEST4",TRUE,FALSE
"BET1",TRUE,FALSE
"BET1L",TRUE,FALSE
"BET3L",TRUE,FALSE
"BEX1",TRUE,FALSE
"BEX2",TRUE,FALSE
"BEX4",TRUE,FALSE
"BEX5",TRUE,FALSE
"BEXL1",TRUE,FALSE
"BEYLA",TRUE,FALSE
"BFAR",TRUE,FALSE
"BFSP1",TRUE,FALSE
"BFSP2",TRUE,FALSE
"BGLAP",TRUE,FALSE
"BGN",TRUE,FALSE
"BHLHA15",TRUE,FALSE
"BHLHB2",TRUE,FALSE
"BHLHB3",TRUE,FALSE
"BHLHB4",TRUE,FALSE
"BHLHB9",TRUE,FALSE
"BHLHE22",TRUE,FALSE
"BHMT",TRUE,FALSE
"BHMT2",TRUE,FALSE
"BICC1",TRUE,FALSE
"BICD1",TRUE,FALSE
"BICD2",TRUE,FALSE
"BID",TRUE,FALSE
"BIK",TRUE,FALSE
"BIN1",TRUE,FALSE
"BIN2",TRUE,FALSE
"BIN3",TRUE,FALSE
"BIRC2",TRUE,FALSE
"BIRC3",TRUE,FALSE
"BIRC5",TRUE,FALSE
"BIRC6",TRUE,FALSE
"BIRC7",TRUE,FALSE
"BIRC8",TRUE,FALSE
"BIVM",TRUE,FALSE
"BLCAP",TRUE,FALSE
"BLID",TRUE,FALSE
"BLK",TRUE,FALSE
"BLM",TRUE,FALSE
"BLMH",TRUE,FALSE
"BLNK",TRUE,FALSE
"BLOC1S1",TRUE,FALSE
"BLOC1S2",TRUE,FALSE
"BLOC1S3",TRUE,FALSE
"BLR1",TRUE,FALSE
"BLVRA",TRUE,FALSE
"BLVRB",TRUE,FALSE
"BLZF1",TRUE,FALSE
"BMF",TRUE,FALSE
"BMI1",TRUE,FALSE
"BMP1",TRUE,FALSE
"BMP10",TRUE,FALSE
"BMP15",TRUE,FALSE
"BMP2",TRUE,FALSE
"BMP2K",TRUE,FALSE
"BMP3",TRUE,FALSE
"BMP4",TRUE,FALSE
"BMP5",TRUE,FALSE
"BMP6",TRUE,FALSE
"BMP7",TRUE,FALSE
"BMP8A",TRUE,FALSE
"BMP8B",TRUE,FALSE
"BMPER",TRUE,FALSE
"BMPR1A",TRUE,FALSE
"BMPR1B",TRUE,FALSE
"BMPR2",TRUE,FALSE
"BMS1",TRUE,FALSE
"BMS1P5",TRUE,FALSE
"BMX",TRUE,FALSE
"BNC1",TRUE,FALSE
"BNC2",TRUE,FALSE
"BNIP1",TRUE,FALSE
"BNIP2",TRUE,FALSE
"BNIP3",TRUE,FALSE
"BNIP3L",TRUE,FALSE
"BNIPL",TRUE,FALSE
"BOC",TRUE,FALSE
"BOK",TRUE,FALSE
"BOLA1",TRUE,FALSE
"BOLA2",TRUE,FALSE
"BOLA2B",TRUE,FALSE
"BOLA3",TRUE,FALSE
"BOLL",TRUE,FALSE
"BOP1",TRUE,FALSE
"BP75",TRUE,FALSE
"BPGM",TRUE,FALSE
"BPHL",TRUE,FALSE
"BPI",TRUE,FALSE
"BPIL1",TRUE,FALSE
"BPIL2",TRUE,FALSE
"BPIL3",TRUE,FALSE
"BPNT1",TRUE,FALSE
"BPTF",TRUE,FALSE
"BPY2",TRUE,FALSE
"BPY2B",TRUE,FALSE
"BPY2C",TRUE,FALSE
"BRAF",TRUE,FALSE
"BRAP",TRUE,FALSE
"BRCA1",TRUE,FALSE
"BRCA2",TRUE,FALSE
"BRCC3",TRUE,FALSE
"BRD1",TRUE,FALSE
"BRD2",TRUE,FALSE
"BRD3",TRUE,FALSE
"BRD4",TRUE,FALSE
"BRD7",TRUE,FALSE
"BRD7P3",TRUE,FALSE
"BRD8",TRUE,FALSE
"BRD9",TRUE,FALSE
"BRDG1",TRUE,FALSE
"BRDT",TRUE,FALSE
"BRE",TRUE,FALSE
"BREA2",TRUE,FALSE
"BRF1",TRUE,FALSE
"BRF2",TRUE,FALSE
"BRI3",TRUE,FALSE
"BRI3BP",TRUE,FALSE
"BRIP1",TRUE,FALSE
"BRIX1",TRUE,FALSE
"BRMS1",TRUE,FALSE
"BRMS1L",TRUE,FALSE
"BRP44",TRUE,FALSE
"BRP44L",TRUE,FALSE
"BRPF1",TRUE,FALSE
"BRPF3",TRUE,FALSE
"BRS3",TRUE,FALSE
"BRSK1",TRUE,FALSE
"BRSK2",TRUE,FALSE
"BRUNOL4",TRUE,FALSE
"BRUNOL5",TRUE,FALSE
"BRUNOL6",TRUE,FALSE
"BRWD1",TRUE,FALSE
"BRWD2",TRUE,FALSE
"BRWD3",TRUE,FALSE
"BSCL2",TRUE,FALSE
"BSDC1",TRUE,FALSE
"BSG",TRUE,FALSE
"BSN",TRUE,FALSE
"BSND",TRUE,FALSE
"BSPH1",TRUE,FALSE
"BSPRY",TRUE,FALSE
"BST1",TRUE,FALSE
"BST2",TRUE,FALSE
"BSX",TRUE,FALSE
"BTAF1",TRUE,FALSE
"BTBD1",TRUE,FALSE
"BTBD10",TRUE,FALSE
"BTBD11",TRUE,FALSE
"BTBD12",TRUE,FALSE
"BTBD15",TRUE,FALSE
"BTBD16",TRUE,FALSE
"BTBD17",TRUE,FALSE
"BTBD2",TRUE,FALSE
"BTBD3",TRUE,FALSE
"BTBD6",TRUE,FALSE
"BTBD7",TRUE,FALSE
"BTBD8",TRUE,FALSE
"BTBD9",TRUE,FALSE
"BTC",TRUE,FALSE
"BTD",TRUE,FALSE
"BTF3",TRUE,FALSE
"BTF3L1",TRUE,FALSE
"BTF3L4",TRUE,FALSE
"BTG1",TRUE,FALSE
"BTG2",TRUE,FALSE
"BTG3",TRUE,FALSE
"BTG4",TRUE,FALSE
"BTK",TRUE,FALSE
"BTLA",TRUE,FALSE
"BTN1A1",TRUE,FALSE
"BTN2A1",TRUE,FALSE
"BTN2A2",TRUE,FALSE
"BTN2A3",TRUE,FALSE
"BTN3A1",TRUE,FALSE
"BTN3A2",TRUE,FALSE
"BTN3A3",TRUE,FALSE
"BTNL2",TRUE,FALSE
"BTNL3",TRUE,FALSE
"BTNL8",TRUE,FALSE
"BTNL9",TRUE,FALSE
"BTRC",TRUE,FALSE
"BUB1",TRUE,FALSE
"BUB1B",TRUE,FALSE
"BUB3",TRUE,FALSE
"BUD13",TRUE,FALSE
"BUD31",TRUE,FALSE
"BVES",TRUE,FALSE
"BYSL",TRUE,FALSE
